CarID,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification
2932,Rear-wheel drive,Lotus 1.8L 4 Cylinder 257 hp 174 ft-lbs S-charged,TRUE,6,6 Speed Manual,20,Gasoline,26,Manual transmission
2933,Rear-wheel drive,Lotus 1.8L 4 Cylinder 240 hp 170 ft-lbs S-charged,TRUE,6,6 Speed Manual,20,Gasoline,26,Manual transmission
2934,Rear-wheel drive,Lotus 1.8L 4 Cylinder 240 hp 170 ft-lbs S-charged,TRUE,6,6 Speed Manual,20,Gasoline,26,Manual transmission
2935,Rear-wheel drive,Lotus 1.8L 4 Cylinder 257 hp 174 ft-lbs S-charged,TRUE,6,6 Speed Manual,21,Gasoline,27,Manual transmission
2936,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission
2937,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,6,6 Speed Automatic,25,Gasoline,35,Automatic transmission
2938,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission
2939,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,6,6 Speed Automatic,25,Gasoline,35,Automatic transmission
2940,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission
2941,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,6,6 Speed Automatic,25,Gasoline,35,Automatic transmission
2942,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 164 hp 159 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,26,Gasoline,34,Automatic transmission
2943,Rear-wheel drive,Maserati 4.2L 8 Cylinder 405 hp 339 ft-lbs,TRUE,6,6 Speed Automatic,13,Gasoline,20,Automatic transmission
2944,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,TRUE,6,6 Speed Automatic,13,Gasoline,20,Automatic transmission
2945,Rear-wheel drive,Maserati 4.2L 8 Cylinder 405 hp 339 ft-lbs,TRUE,6,6 Speed Automatic,12,Gasoline,19,Automatic transmission
2946,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,TRUE,6,6 Speed Automatic,12,Gasoline,19,Automatic transmission
2947,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,TRUE,6,6 Speed Automatic,12,Gasoline,20,Automatic transmission
2948,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,TRUE,6,6 Speed Automatic,12,Gasoline,19,Automatic transmission
2949,Rear-wheel drive,Maserati 4.2L 8 Cylinder 400 hp 339 ft-lbs,TRUE,6,6 Speed Automatic,12,Gasoline,20,Automatic transmission
2950,Rear-wheel drive,Maserati 4.7L 8 Cylinder 430 hp 361 ft-lbs,TRUE,6,6 Speed Automatic,12,Gasoline,19,Automatic transmission
2951,Rear-wheel drive,Maserati 4.7L 8 Cylinder 440 hp 361 ft-lbs,TRUE,6,6 Speed Automatic,12,Gasoline,19,Automatic transmission
2952,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission
2953,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2954,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission
2955,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2956,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission
2957,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2958,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission
2959,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2960,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission
2961,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2962,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission
2963,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2964,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission
2965,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2966,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission
2967,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2968,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2969,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission
2970,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2971,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission
2972,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2973,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission
2974,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2975,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission
2976,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2977,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission
2978,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2979,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission
2980,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2981,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission
2982,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2983,Rear-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission
2984,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission
2985,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2986,Rear-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission
2987,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission
2988,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2989,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission
2990,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2991,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission
2992,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,18,Gasoline,25,Automatic transmission
2993,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,24,Manual transmission
2994,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission
2995,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission
2996,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission
2997,Rear-wheel drive,Maserati 4.2L 8 Cylinder 400 hp 339 ft-lbs,TRUE,6,6 Speed Automatic,12,Gasoline,20,Automatic transmission
2998,Rear-wheel drive,Maserati 4.7L 8 Cylinder 425 hp 361 ft-lbs,TRUE,6,6 Speed Automatic,12,Gasoline,19,Automatic transmission
2999,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,TRUE,6,6 Speed Automatic,12,Gasoline,19,Automatic transmission
3000,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission
3001,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission
3002,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission
3003,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission
3004,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission
3005,Four-wheel drive,Honda 3.5L 6 Cylinder 250 hp 247 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission
3006,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,29,Gasoline,37,Manual transmission
3007,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,28,Gasoline,36,Automatic transmission
3008,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission
3009,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,34,Automatic transmission
3010,Front-wheel drive,MINI 1.6L 4 Cylinder 208 hp 192 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,33,Manual transmission
3011,Rear-wheel drive,Mercury 4.6L 8 cylinder 224hp 275 ft-lbs FFV,TRUE,4,4 Speed Automatic,12,E85,17,Automatic transmission
3012,Rear-wheel drive,Mercury 4.6L 8 cylinder 224hp 275 ft-lbs FFV,TRUE,4,4 Speed Automatic,12,E85,17,Automatic transmission
3013,Front-wheel drive,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,TRUE,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission
3014,All-wheel drive,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,26,Automatic transmission
3015,Front-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,E85,19,Automatic transmission
3016,All-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,TRUE,6,6 Speed Automatic,18,Gasoline,23,Automatic transmission
3017,Front-wheel drive,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,TRUE,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission
3018,All-wheel drive,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,26,Automatic transmission
3019,Front-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,E85,19,Automatic transmission
3020,All-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,TRUE,6,6 Speed Automatic,13,E85,17,Automatic transmission
3021,Front-wheel drive,Chrysler 3.3L 6 cylinder 175hp 205 ft-lbs FFV,TRUE,4,4 Speed Automatic,17,Gasoline,24,Automatic transmission
3022,Front-wheel drive,Chrysler 4.0L 6 cylinder 251hp 259 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,25,Automatic transmission
3023,Rear-wheel drive,BMW 5.0L 10 cylinder 500hp 383 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,17,Manual transmission
3024,Rear-wheel drive,BMW 5.0L 10 cylinder 500hp 383 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,17,Manual transmission
3025,All-wheel drive,BMW 3.0L 6 cylinder 260 hp 225 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission
3026,All-wheel drive,BMW 3.0L 6 cylinder 260 hp 225 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,24,Manual transmission
3027,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,35,Automatic transmission
3028,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,35,Automatic transmission
3029,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,35,Automatic transmission
3030,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission
3031,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,35,Automatic transmission
3032,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission
3033,All-wheel drive,BMW 3.0L 6 cylinder 240hp 221 ft-lbS,TRUE,8,8 Speed Automatic Select Shift,19,Gasoline,25,Automatic transmission
3034,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission
3035,Rear-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,20,Automatic transmission
3036,Four-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,18,Manual transmission
3037,Four-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,20,Automatic transmission
3038,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission
3039,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,6,6 Speed Automatic,25,Gasoline,35,Automatic transmission
3040,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission
3041,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,TRUE,6,6 Speed Manual,29,Gasoline,40,Manual transmission
3042,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,6,6 Speed Automatic,25,Gasoline,35,Automatic transmission
3043,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission
3044,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,TRUE,6,6 Speed Manual,29,Gasoline,40,Manual transmission
3045,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,6,6 Speed Automatic,25,Gasoline,35,Automatic transmission
3046,All-wheel drive,BMW 3.0L 6 cylinder 260 hp 225 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission
3047,All-wheel drive,BMW 3.0L 6 cylinder 265 hp 425 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,19,Diesel fuel,26,Automatic transmission
3048,All-wheel drive,BMW 4.8L 8 cylinder 350hp 350 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,14,Gasoline,19,Automatic transmission
3049,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission
3050,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,11,E85,16,Automatic transmission
3051,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,11,E85,16,Automatic transmission
3052,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission
3053,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission
3054,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission
3055,All-wheel drive,BMW 3.0L 6 cylinder 265 hp 425 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission
3056,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,14,Gasoline,20,Automatic transmission
3057,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission
3058,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission
3059,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission
3060,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 352 hp 382 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,10,Gasoline,16,Automatic transmission
3061,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 352 hp 382 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,10,Gasoline,15,Automatic transmission
3062,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 352 hp 382 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,10,Gasoline,16,Automatic transmission
3063,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 352 hp 382 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,10,Gasoline,15,Automatic transmission
3064,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission
3065,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission
3066,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission
3067,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,25,Manual transmission
3068,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,18,Gasoline,25,Automatic transmission
3069,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,24,Manual transmission
3070,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission
3071,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission
3072,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission
3073,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,25,Manual transmission
3074,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,18,Gasoline,25,Automatic transmission
3075,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,24,Manual transmission
3076,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission
3077,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission
3078,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission
3079,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,26,Automatic transmission
3080,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,27,Manual transmission
3081,All-wheel drive,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,TRUE,6,6 Speed Manual,17,Gasoline,23,Manual transmission
3082,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,27,Manual transmission
3083,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,26,Automatic transmission
3084,All-wheel drive,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,TRUE,5,5 Speed Manual,19,Gasoline,25,Manual transmission
3085,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,25,Manual transmission
3086,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,18,Gasoline,25,Automatic transmission
3087,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,5,5 Speed Manual,18,Gasoline,24,Manual transmission
3088,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission
3089,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission
3090,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission
3091,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission
3092,Four-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,19,Automatic transmission
3093,All-wheel drive,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,TRUE,4,4 Speed Automatic Select Shift,19,Gasoline,24,Automatic transmission
3094,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,26,Automatic transmission
3095,All-wheel drive,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,TRUE,6,6 Speed Manual,17,Gasoline,23,Manual transmission
3096,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,26,Automatic transmission
3097,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,27,Manual transmission
3098,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,27,Manual transmission
3099,All-wheel drive,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,TRUE,6,6 Speed Manual,17,Gasoline,23,Manual transmission
3100,All-wheel drive,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,TRUE,5,5 Speed Manual,18,Gasoline,25,Manual transmission
3101,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission
3102,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,TRUE,4,4 Speed Automatic,17,Gasoline,23,Automatic transmission
3103,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission
3104,Four-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,19,Automatic transmission
